station/location;date;gre000d0;hto000d0;nto000d0;prestad0;rre150d0;sre000d0;tre200d0;tre200dn;tre200dx;ure200d0
CDF;19010402;-;-;20;907.3;0;-;5.3;2;-;82.7
CDF;19010403;-;-;93;910.8;0.6;-;7;4.5;-;75.3
CDF;19010404;-;-;100;908.5;8.8;-;8.4;4;-;81.7
CDF;19010405;-;-;100;905.4;48.4;-;7.6;5.8;-;94
CDF;19010406;-;-;90;906.4;11.4;-;9.1;5.5;-;84.7
CDF;19010407;-;-;100;902.9;47;-;8.9;3;-;95.7
CDF;19010408;-;-;67;902.2;2.5;-;8.5;6;-;91
CDF;19010409;-;-;100;900.2;34.5;-;6.8;5;-;88.7
CDF;19010410;-;-;87;897.4;9.6;-;2.7;1;-;85
CDF;19010411;-;-;80;896.5;8.3;-;6;3;-;70.3
CDF;19010412;-;-;93;893.3;5.2;-;2.7;1;-;87.7
CDF;19010413;-;-;97;900.7;8.9;-;0;-1.5;-;85.3
CDF;19010414;-;-;100;897.4;27.7;-;4.4;0;-;89.3
CDF;19010415;-;-;57;893.9;18.7;-;5.8;4.4;-;73.3
CDF;19010416;-;-;87;894.8;11.4;-;0.8;-1.5;-;86.3
CDF;19010417;-;-;100;901.9;5.5;-;0.4;-0.5;-;83.7
CDF;19010418;-;-;33;909.7;0;-;-1;-9;-;71.3
CDF;19010419;-;-;0;908.3;0;-;3.4;-2.5;-;57.3
CDF;19010420;-;-;0;906.2;0;-;6;-1;-;67.7
CDF;19010421;-;-;0;903.8;0;-;10;1;-;60.7
CDF;19010422;-;-;37;901.7;0;-;9.8;3;-;70.3
CDF;19010423;-;-;23;901.8;0;-;8.6;2.5;-;69
CDF;19010424;-;-;27;899.3;0;-;9.2;3;-;56
CDF;19010425;-;-;67;896;0;-;9.9;3.5;-;71.3
CDF;19010426;-;-;57;891;7.9;-;8.3;2.5;-;74.7
CDF;19010427;-;-;90;894.3;10.1;-;4.2;2.2;-;93.3
CDF;19010428;-;-;90;901.3;1.4;-;3.9;2;-;84.7
CDF;19010429;-;-;67;899.8;7.4;-;4.4;0;-;76.3
CDF;19010430;-;-;100;902.8;1.6;-;2.7;1;-;80.3
CDF;19010501;-;-;30;905;0;-;4.7;0;-;69
CDF;19010502;-;-;43;904;0.1;-;8.1;2;-;73
CDF;19010503;-;-;70;906.4;2.4;-;7.5;4;-;82.3
CDF;19010504;-;-;10;906.4;0;-;7.5;1.5;-;69.7
CDF;19010505;-;-;30;900.2;0;-;10.3;3;-;51
CDF;19010506;-;-;83;891.5;12.2;-;9.4;5.5;-;67
CDF;19010507;-;-;97;889.1;4.3;-;4.9;2;-;74
CDF;19010508;-;-;53;892.9;3.2;-;4.7;1.5;-;72.7
CDF;19010509;-;-;50;901.1;0;-;4.6;1;-;78.3
CDF;19010510;-;-;73;903.9;4.4;-;3.7;1.5;-;86
CDF;19010511;-;-;100;904.9;0.2;-;5.4;1.5;-;88.7
CDF;19010512;-;-;63;904.2;0.1;-;7.5;5.2;-;91.7
CDF;19010513;-;-;13;906.1;0;-;11.6;3.5;-;69
CDF;19010514;-;-;20;907.7;0;-;11.6;4;-;63.3
CDF;19010515;-;-;17;905.3;0;-;11.7;5;-;58.7
CDF;19010516;-;-;37;901.4;0.5;-;9.2;3.5;-;66
CDF;19010517;-;-;90;901.3;0.1;-;7.6;1.5;-;76.7
CDF;19010518;-;-;97;902.2;0;-;7.8;5;-;85
CDF;19010519;-;-;17;905.1;0;-;10;4.5;-;63.7
CDF;19010520;-;-;10;907.9;0;-;12.5;4;-;53.3
CDF;19010521;-;-;3;909;0;-;13.3;7;-;53.7
CDF;19010522;-;-;23;907.4;0;-;13.1;6.5;-;62
CDF;19010523;-;-;43;905.4;0.2;-;12.9;6;-;59.3
CDF;19010524;-;-;20;904.9;0;-;11.6;7.5;-;68.3
CDF;19010525;-;-;40;901.4;1.9;-;11.6;5.5;-;74
CDF;19010526;-;-;57;900.4;10.4;-;12.2;9;-;80
CDF;19010527;-;-;57;902.7;0.3;-;12.7;6.5;-;74.7
CDF;19010528;-;-;50;903.6;0;-;14.7;6.5;-;63
CDF;19010529;-;-;40;902.5;0.5;-;14.4;8;-;66
CDF;19010530;-;-;73;902.6;1.5;-;15.3;10;-;71.3
CDF;19010531;-;-;30;905;0;-;17.2;11;-;67
CDF;19010601;-;-;27;905.9;0.2;-;20;12;-;60
CDF;19010602;-;-;30;906.4;22;-;19.3;13.5;-;68
CDF;19010603;-;-;67;907.7;1;-;15.7;12.5;-;77.3
CDF;19010604;-;-;63;907.6;4.1;-;16;10.5;-;71.3
CDF;19010605;-;-;13;908.1;0;-;15.7;9;-;55
CDF;19010606;-;-;33;906.2;0;-;16.6;7;-;58
CDF;19010607;-;-;37;904.8;0;-;16.2;10.5;-;67
CDF;19010608;-;-;37;903.3;5.8;-;16.6;10.5;-;61
CDF;19010609;-;-;80;902.9;46;-;14.7;12.3;-;79
CDF;19010610;-;-;37;904.5;6.2;-;12.7;10.5;-;84.3
CDF;19010611;-;-;50;906.1;0;-;12.9;10.5;-;71.3
CDF;19010612;-;-;17;902.3;0;-;11.7;6;-;61
CDF;19010613;-;-;70;895.9;2;-;8.2;7;-;85.3
CDF;19010614;-;-;90;895.4;31.1;-;11.9;7;-;73.7
CDF;19010615;-;-;100;898.9;20;-;7.3;5.5;-;86.3
CDF;19010616;-;-;67;904.7;2.8;-;7.9;4;-;72.7
CDF;19010617;-;-;100;905;16;-;5.7;5;-;85.3
CDF;19010618;-;-;83;901.6;9.8;-;5;1.5;-;77.7
CDF;19010619;-;-;90;906.7;0;-;6.1;1.5;-;79
CDF;19010620;-;-;30;910.6;0;-;10.4;3.5;-;76
CDF;19010621;-;-;33;908.6;0;-;14.6;6;-;57.3
CDF;19010622;-;-;13;906.2;0;-;16.7;8;-;51
CDF;19010623;-;-;47;906.5;0;-;18.5;10.5;-;67.3
CDF;19010624;-;-;83;909.4;3.9;-;13.5;11.8;-;78
CDF;19010625;-;-;53;913.1;0;-;12.2;10;-;66.7
CDF;19010626;-;-;30;911.3;0;-;12.7;5.5;-;68
CDF;19010627;-;-;3;908.7;0;-;14.6;6.5;-;64.7
CDF;19010628;-;-;33;907.7;4;-;17.8;9;-;61.7
CDF;19010629;-;-;50;908.9;7.9;-;18.1;12.5;-;69.7
CDF;19010630;-;-;73;906.8;7.4;-;19.6;15;-;68.3
CDF;19010701;-;-;87;902;1.2;-;13.2;11.5;-;77.3
CDF;19010702;-;-;73;898;7.2;-;10.1;7.5;-;88.3
CDF;19010703;-;-;90;896.5;2.3;-;11.9;5.5;-;76.7
CDF;19010704;-;-;97;901.9;1.8;-;12.5;10.5;-;84.7
CDF;19010705;-;-;37;908.8;0.5;-;14.9;9.5;-;64.7
CDF;19010706;-;-;63;908.1;0.1;-;14.4;10.5;-;74
CDF;19010707;-;-;13;907.8;0;-;15.9;9;-;60.3
CDF;19010708;-;-;23;907.7;6.3;-;15.1;8.5;-;67.7
CDF;19010709;-;-;17;905.9;0;-;17.1;9.5;-;66
CDF;19010710;-;-;13;904.1;0;-;17.9;10;-;63
CDF;19010711;-;-;10;904.4;0;-;17;11.5;-;51.3
CDF;19010712;-;-;13;906.4;0;-;16.9;11.5;-;59
CDF;19010713;-;-;40;905.3;0;-;20;9.5;-;51.3
CDF;19010714;-;-;57;905.1;0;-;18.9;12;-;60
CDF;19010715;-;-;47;907.6;0;-;17.8;11.5;-;67.7
CDF;19010716;-;-;13;911;0;-;17.1;8.5;-;59
CDF;19010717;-;-;0;912.3;0;-;18.4;10;-;52.3
CDF;19010718;-;-;23;910.1;0;-;18.5;10;-;53
CDF;19010719;-;-;30;907.4;0;-;19.1;10.5;-;54.3
CDF;19010720;-;-;20;905.5;0;-;18.4;12;-;54.7
CDF;19010721;-;-;23;904.3;6.1;-;18;9.5;-;56
CDF;19010722;-;-;90;904.2;11.1;-;15.4;13;-;87.3
CDF;19010723;-;-;97;901.2;1.1;-;12.7;11.4;-;76.7
CDF;19010724;-;-;70;898.6;5.9;-;14.4;8.5;-;71
CDF;19010725;-;-;90;899.5;8.9;-;12.5;11;-;78
CDF;19010726;-;-;47;901.4;0;-;13.4;10;-;68.7
CDF;19010727;-;-;83;899.9;5;-;15.2;11;-;66
CDF;19010728;-;-;90;902.1;31.7;-;14.1;9;-;75
CDF;19010729;-;-;73;907.1;13.5;-;14.5;11;-;80
CDF;19010730;-;-;73;909.6;0;-;16.8;10;-;74.3
CDF;19010731;-;-;100;902.8;23.2;-;15;13.5;-;89.7
CDF;19010801;-;-;100;901.7;33.4;0;13.2;12;-;90.7
CDF;19010802;-;-;80;906.4;20.5;0;11.5;11;-;94.7
CDF;19010803;-;-;87;909.5;0;264;14.2;10.5;-;83.3
CDF;19010804;-;-;27;906.3;0;702;15.5;9;-;70.7
CDF;19010805;-;-;73;906;0;114;15.6;10;-;76
CDF;19010806;-;-;83;903.4;6.5;222;13.2;11.5;-;79.3
CDF;19010807;-;-;77;906.4;0;144;12.1;10.5;-;79
CDF;19010808;-;-;7;909.2;0;726;14.6;7;-;74.3
CDF;19010809;-;-;0;907.1;0;756;18.5;9;-;62
CDF;19010810;-;-;37;905.6;0;516;18.8;12.5;-;66
CDF;19010811;-;-;73;905.7;14.1;276;15;13.5;-;88.3
CDF;19010812;-;-;100;906.7;18.3;36;11.9;10;-;87.7
CDF;19010813;-;-;100;907;0.1;6;11.9;9.5;-;83.7
CDF;19010814;-;-;27;906;0.2;600;13.8;11;-;75
CDF;19010815;-;-;97;903.6;6.8;288;12.6;10;-;84.7
CDF;19010816;-;-;97;909.1;0.8;0;9.8;9;-;89
CDF;19010817;-;-;23;909.6;0;678;12.9;6;-;78.3
CDF;19010818;-;-;17;908.3;0;672;15.6;7;-;72.7
CDF;19010819;-;-;23;909.3;0;678;17.9;10;-;72.7
CDF;19010820;-;-;13;910.1;0;672;17;11.5;-;74
CDF;19010821;-;-;27;910.3;0;636;14.7;12;-;80
CDF;19010822;-;-;0;909.6;0;762;14.6;9.5;-;66
CDF;19010823;-;-;0;909.4;0;708;17;10;-;68.7
CDF;19010824;-;-;17;907.7;0;660;17.8;11;-;74.3
CDF;19010825;-;-;77;902;21.2;300;17.9;11.5;-;75.3
CDF;19010826;-;-;100;897.5;9.6;54;12.6;10;-;80.3
CDF;19010827;-;-;40;903.9;0.1;312;8.9;6.5;-;66.7
CDF;19010828;-;-;100;902;8.7;30;10.1;6;-;83.7
CDF;19010829;-;-;40;908.1;0;354;7.8;6;-;78.3
CDF;19010830;-;-;0;909;0;726;10.7;2;-;74.7
CDF;19010831;-;-;17;906.7;0;672;13.7;5.5;-;70
CDF;19010901;-;-;80;904.6;33.3;42;14.4;10.5;-;89.3
CDF;19010902;-;-;93;903.6;1.9;120;15.3;12.5;-;87.7
CDF;19010903;-;-;80;900.1;13.4;378;14.8;11;-;82
CDF;19010904;-;-;90;894.9;11.3;24;13;12;-;85.3
CDF;19010905;-;-;100;895.9;0.5;12;8.7;8;-;85.3
CDF;19010906;-;-;100;897.7;20.5;0;11.6;5;-;91.3
CDF;19010907;-;-;47;903.2;0;360;13.4;11;-;81
CDF;19010908;-;-;50;906.9;0;594;15.2;9.5;-;73.7
CDF;19010909;-;-;40;905.9;0.4;552;16;10;-;76.3
CDF;19010910;-;-;90;904.5;6.8;186;14.4;12.5;-;84.3
CDF;19010911;-;-;100;902.2;25.3;120;12.9;10.5;-;85.3
CDF;19010912;-;-;100;896.6;11.7;0;8.1;7;-;89.3
CDF;19010913;-;-;100;894.7;9;0;8.7;7;-;91
CDF;19010914;-;-;100;893.9;13.5;0;7.2;5;-;88
CDF;19010915;-;-;97;895.9;2.3;138;8.1;6.8;-;85.3
CDF;19010916;-;-;47;900.6;0;396;7.8;6;-;79
CDF;19010917;-;-;77;900.8;18.1;216;9.9;2.5;-;81.7
CDF;19010918;-;-;97;907;0.2;108;10.1;9.5;-;87.3
CDF;19010919;-;-;23;905.1;0;594;11.7;5;-;78
CDF;19010920;-;-;47;901;0;408;15.7;9.5;-;64
CDF;19010921;-;-;70;894.4;0.1;444;15.6;12.5;-;74.7
CDF;19010922;-;-;83;893.9;0;192;14.2;10.5;-;79.7
CDF;19010923;-;-;80;898.3;0.4;180;13.6;9.5;-;83.3
CDF;19010924;-;-;100;899.5;8.9;0;11;10.4;-;94.3
CDF;19010925;-;-;100;900.3;11.5;0;10.2;9;-;99
CDF;19010926;-;-;100;905.4;10.2;0;11.2;10;-;98.3
CDF;19010927;-;-;73;911.4;0;300;11.8;10;-;85.3
CDF;19010928;-;-;33;911.9;0;552;12.6;10;-;81
CDF;19010929;-;-;63;912.5;0;348;11.6;5.5;-;79.3
CDF;19010930;-;-;50;912.7;0;306;12.5;7;-;74.7
CDF;19011001;-;-;80;907.6;1.3;222;12;6.5;-;70.7
CDF;19011002;-;-;100;902.8;0;0;12.3;10.5;-;83.7
CDF;19011003;-;-;93;905.2;4.1;60;10.7;7;-;88
CDF;19011004;-;-;100;902.1;3.5;18;9.5;8.5;-;87.3
CDF;19011005;-;-;100;902.7;3.6;0;8.4;7;-;88.7
CDF;19011006;-;-;90;892.1;31.6;108;8;6.5;-;77.3
CDF;19011007;-;-;93;893.1;15.2;78;2.2;0.5;-;92
CDF;19011008;-;-;93;899.5;18.7;0;3.4;1;-;89.3
CDF;19011009;-;-;73;899.6;39.1;6;6.9;3.8;-;91
CDF;19011010;-;-;43;907.8;0.2;318;3.9;1.5;-;82.7
CDF;19011011;-;-;0;905.2;0;588;4.7;0.5;-;60
CDF;19011012;-;-;3;902.1;0;558;4.8;-1.5;-;73.3
CDF;19011013;-;-;3;901.9;0;528;2.7;-1;-;84.7
CDF;19011014;-;-;27;900.7;0;432;5.1;-2;-;83
CDF;19011015;-;-;100;897.1;0;0;7.1;1;-;81.3
CDF;19011016;-;-;33;895.7;0;534;7.9;3.5;-;74.3
CDF;19011017;-;-;97;897.1;1;150;9;3.5;-;78.3
CDF;19011018;-;-;40;896.8;0;366;8.3;5;-;81.7
CDF;19011019;-;-;87;897.8;0.8;78;9.9;4.5;-;82.7
CDF;19011020;-;-;93;895.5;0;42;8.9;7;-;95
CDF;19011021;-;-;90;896.3;0;0;6.6;6;-;89.3
CDF;19011022;-;-;100;894.1;23.3;0;5.7;2;-;98.7
CDF;19011023;-;-;80;905.7;0.5;0;4.3;2.8;-;92
CDF;19011024;-;-;23;910.9;0;282;2.9;-0.5;-;81.3
CDF;19011025;-;-;53;904.9;0;462;3.8;-1;-;80.3
CDF;19011026;-;-;100;903.1;0;60;5.1;1;-;84
CDF;19011027;-;-;93;909.4;0;0;4.4;3.5;-;84.3
CDF;19011028;-;-;40;908.3;0;276;3.3;0.9;-;84
CDF;19011029;-;-;33;902.5;0;480;3.6;-1.5;-;85.7
CDF;19011030;-;-;87;897.4;0;66;3;0.5;-;90.3
CDF;19011031;-;-;97;899;0;6;4.7;3.4;-;85.7
CDF;19011101;-;-;13;907.3;0;480;2.3;1;-;80.7
CDF;19011102;-;-;0;910.9;0;510;1.1;-2.5;-;69
CDF;19011103;-;-;0;910.4;0;498;0.3;-5;-;74.3
CDF;19011104;-;-;0;908.1;0;498;-0.9;-5;-;68.7
CDF;19011105;-;-;0;911.9;0;438;0.1;-5;-;68
CDF;19011106;-;-;0;910.4;0;504;0;-4.5;-;71
CDF;19011107;-;-;13;908.2;0;444;1;-5;-;64.7
CDF;19011108;-;-;0;905;0;426;-0.6;-5;-;74.3
CDF;19011109;-;-;100;905.1;0;0;0.2;-3.5;-;89
CDF;19011110;-;-;0;906;0;408;1.1;-3.5;-;83
CDF;19011111;-;-;73;902.5;0;192;1.2;0;-;82
CDF;19011112;-;-;17;894.3;0;462;4.1;-3;-;40.3
CDF;19011113;-;-;57;886.7;13.4;240;8.5;2.5;-;53.3
CDF;19011114;-;-;100;888.1;3.1;36;3.1;1;-;82
CDF;19011115;-;-;97;890.2;13.8;0;1.7;0.9;-;88.3
CDF;19011116;-;-;100;895.1;5.2;0;-1;-2;-;94.3
CDF;19011117;-;-;100;910.3;0;162;-2.7;-4.5;-;91.3
CDF;19011118;-;-;57;914.2;0;282;-5.2;-8;-;80.3
CDF;19011119;-;-;90;914.8;0;0;-1.1;-7.1;-;87.3
CDF;19011120;-;-;100;910;0.7;6;0.9;-1;-;88
CDF;19011121;-;-;100;905.5;0;12;2.3;1;-;86.7
CDF;19011122;-;-;97;901.6;9.4;0;2.6;1.5;-;95.3
CDF;19011123;-;-;90;903.4;1.2;0;-2.5;-5;-;91.7
CDF;19011124;-;-;97;905.4;0;0;-6.2;-6.5;-;81.7
CDF;19011125;-;-;67;907.8;0;30;-5.9;-6.7;-;84
CDF;19011126;-;-;33;905.2;0;66;-5.5;-9;-;87
CDF;19011127;-;-;97;903;0;60;-4.6;-5;-;81.7
CDF;19011128;-;-;57;906;2;192;-3.9;-10;-;78
CDF;19011129;-;-;100;911.3;0.9;0;-3.1;-5;-;91.3
CDF;19011130;-;-;100;915;0;12;-1.4;-6.8;-;88
CDF;19011201;-;-;100;911.9;0.1;0;-2.3;-8.5;-;87.7
CDF;19011202;-;-;77;911.4;0;330;0.5;-2;-;94.7
CDF;19011203;-;-;100;908.2;0.7;0;0.3;-1.5;-;93
CDF;19011204;-;-;73;906.9;0;198;-0.9;-1.7;-;83.3
CDF;19011205;-;-;3;904.6;0;318;-4.6;-6.5;-;76.7
CDF;19011206;-;-;33;906.8;0;390;-6.1;-9.5;-;80.3
CDF;19011207;-;-;57;911.1;1;24;-3.2;-11.5;-;62.7
CDF;19011208;-;-;90;906.8;17.5;30;2;-2;-;94.7
CDF;19011209;-;-;100;898.5;26.2;0;3.2;1.9;-;92.3
CDF;19011210;-;-;93;896.2;7.4;0;-1.4;-3.5;-;85
CDF;19011211;-;-;100;893.3;9;0;-2.5;-3;-;92
CDF;19011212;-;-;63;892.6;9.8;12;-2.7;-10.5;-;67.3
CDF;19011213;-;-;83;883.2;11.1;0;-0.3;-1.5;-;90
CDF;19011214;-;-;93;881.2;6.4;0;-1.2;-2.5;-;82.7
CDF;19011215;-;-;100;889.3;8.9;6;-2.5;-3.5;-;94.7
CDF;19011216;-;-;63;891.5;0;60;-8.2;-11;-;89.3
CDF;19011217;-;-;83;889.1;0;6;-5.1;-12.5;-;76
CDF;19011218;-;-;60;885.6;0.1;138;0.4;-7.5;-;79.3
CDF;19011219;-;-;100;879.5;0.1;0;0.7;-2.5;-;83
CDF;19011220;-;-;100;883.1;0.2;0;-1.3;-2.5;-;91
CDF;19011221;-;-;97;887.2;0;24;-1.9;-5.5;-;88.3
CDF;19011222;-;-;83;878.4;0;78;-3;-4.1;-;92
CDF;19011223;-;-;100;891.5;0;0;-5.2;-6;-;95
CDF;19011224;-;-;100;885.9;10.4;0;1.5;-8;-;87.7
CDF;19011225;-;-;80;878.9;2.9;0;2.3;0;-;84.7
CDF;19011226;-;-;77;885.1;0.8;168;-0.4;-1;-;86.7
CDF;19011227;-;-;77;890.5;2.3;90;-4;-7.2;-;91.7
CDF;19011228;-;-;37;895.3;6.1;162;-2.9;-10.5;-;78.3
CDF;19011229;-;-;100;892.4;16.5;0;1.2;-0.5;-;97.3
CDF;19011230;-;-;100;907.8;0.8;0;2.9;0.5;-;91.7
CDF;19011231;-;-;43;911.4;0;390;2.2;0.5;-;88.7
CDF;19020101;-;-;47;907;4.6;216;3;-2.5;-;63.7
CDF;19020102;-;-;100;896.2;26.2;0;4.3;1;-;93.7
CDF;19020103;-;-;90;906.1;0;42;2.9;2.5;-;90
CDF;19020104;-;-;33;911.7;0;396;3.7;0;-;89
CDF;19020105;-;-;80;909.7;3.9;0;0.9;0;-;93.3
CDF;19020106;-;-;70;917.2;0.3;330;-0.4;-1.5;-;84.7
CDF;19020107;-;-;63;919.9;0.1;90;0;-2.5;-;90.7
CDF;19020108;-;-;0;917.6;0;354;-2.1;-5;-;77
CDF;19020109;-;-;7;914.9;0;390;-0.1;-6.5;-;63
CDF;19020110;-;-;17;912;0;414;0.1;-4.5;-;67
CDF;19020111;-;-;0;908.6;0;414;-2.1;-5.5;-;50.7
CDF;19020112;-;-;20;905.8;0;360;-0.6;-6;-;71
CDF;19020113;-;-;93;907.3;0;66;0.2;-3;-;88.7
CDF;19020114;-;-;100;911.3;0;0;-3.1;-5;-;99
CDF;19020115;-;-;0;919.9;0;420;-7.4;-9;-;83
CDF;19020116;-;-;100;920.9;0.4;0;-2.2;-9;-;85
CDF;19020117;-;-;57;912.8;0;210;-1.1;-3;-;88.3
CDF;19020118;-;-;0;906.1;0;348;-3.2;-8;-;81
CDF;19020119;-;-;63;910.4;0;258;-1.9;-6.5;-;93.3
CDF;19020120;-;-;100;914.2;0;0;-1.9;-3;-;89.3
CDF;19020121;-;-;83;915.7;0;156;0.5;-4.5;-;90
CDF;19020122;-;-;100;912.8;0;0;-0.5;-1;-;95
CDF;19020123;-;-;33;907.4;0;402;-2;-4;-;87.3
CDF;19020124;-;-;30;898;5.5;438;2.8;-6.5;-;65.7
CDF;19020125;-;-;90;883.9;8.6;0;-1.5;-4.6;-;82.3
CDF;19020126;-;-;90;895.6;12.7;36;-5.3;-7;-;90.7
CDF;19020127;-;-;100;892.6;20;0;-0.3;-6;-;99.7
CDF;19020128;-;-;100;889.6;15.7;24;1.2;0;-;96
CDF;19020129;-;-;100;896.4;1.4;0;-2.2;-3.5;-;85.7
CDF;19020130;-;-;83;902.8;0.9;36;-5.1;-5.5;-;86
CDF;19020131;-;-;100;901.6;0.4;0;-3.5;-5.5;-;88.3
CDF;19020201;-;-;67;893.2;0.1;0;-8.8;-10;-;87.7
CDF;19020202;-;-;33;896.6;0;186;-6.7;-9.7;-;80.7
CDF;19020203;-;-;47;896.7;5;276;-3.8;-12.5;-;70.7
CDF;19020204;-;-;100;896.8;2.4;0;-3;-4.5;-;89.3
CDF;19020205;-;-;60;897.9;0;342;-3.9;-8;-;75.7
CDF;19020206;-;-;100;891.4;3.9;0;4.8;-4.6;-;76.3
CDF;19020207;-;-;100;888.8;18.7;0;4.7;4;-;91.7
CDF;19020208;-;-;100;889.9;8.5;0;1.4;0;-;89.3
CDF;19020209;-;-;100;887.2;13.7;0;0.7;0;-;83
CDF;19020210;-;-;83;889.8;3.7;378;-0.7;-2.6;-;81
CDF;19020211;-;-;97;894.4;0;48;-2.9;-5;-;70.3
CDF;19020212;-;-;100;894.6;4.2;0;-1.1;-4;-;82
CDF;19020213;-;-;100;887.9;4.3;0;0.2;-1.5;-;87.7
CDF;19020214;-;-;100;891.6;5.8;0;-2.7;-4;-;88.7
CDF;19020215;-;-;100;898.9;3;0;-7;-8;-;90.3
CDF;19020216;-;-;97;895.8;1.1;0;-7.9;-9;-;87
CDF;19020217;-;-;67;893.9;0;138;-3;-9;-;87
CDF;19020218;-;-;100;899.2;0.1;132;-1.8;-6;-;94
CDF;19020219;-;-;67;898.3;0;390;-1.2;-3.5;-;86.3
CDF;19020220;-;-;33;901.7;0;396;-3.3;-7.5;-;86.7
CDF;19020221;-;-;23;903.1;0;456;-1.8;-8.5;-;80.3
CDF;19020222;-;-;0;902.9;0;444;-5.1;-9;-;80
CDF;19020223;-;-;33;901.4;0;468;-1.4;-8;-;67
CDF;19020224;-;-;40;895.4;0.1;60;2.3;-4;-;69.7
CDF;19020225;-;-;83;889.8;1.8;102;3;-0.5;-;78
CDF;19020226;-;-;100;890.4;0.2;72;3.5;1.5;-;91.7
CDF;19020227;-;-;60;889.5;8.1;0;2.1;0.8;-;90
CDF;19020228;-;-;77;891.4;13;0;2.9;-0.5;-;86.7
CDF;19020301;-;-;100;890.6;7.6;72;3.3;1.5;-;88
CDF;19020302;-;-;63;900.9;0.9;60;2.2;0;-;88
CDF;19020303;-;-;47;902.2;0;384;2.1;-1;-;83.7
CDF;19020304;-;-;23;900.1;0;498;0.5;-3;-;82
CDF;19020305;-;-;0;903.2;0;570;1.4;-2;-;65
CDF;19020306;-;-;0;903.4;0;558;0.7;-4;-;69
CDF;19020307;-;-;7;897.5;0;576;0.6;-5;-;67.7
CDF;19020308;-;-;67;897.1;4.9;114;1;-3.5;-;86.7
CDF;19020309;-;-;100;896.5;11.3;0;1.9;-0.5;-;96
CDF;19020310;-;-;67;898.2;4.9;0;-1.6;-5;-;90
CDF;19020311;-;-;33;899.8;0;486;-2.6;-8.5;-;76
CDF;19020312;-;-;10;900.7;0;552;0.1;-6;-;58.3
CDF;19020313;-;-;0;904.1;0;318;1.5;-4.5;-;59
CDF;19020314;-;-;60;907.1;0;324;3.2;-1.5;-;73
CDF;19020315;-;-;100;903.3;8.8;0;3.1;2.4;-;87.7
CDF;19020316;-;-;83;905.1;6.1;66;1.4;-0.5;-;82.3
CDF;19020317;-;-;30;909.4;0;528;-1.1;-2.2;-;80
CDF;19020318;-;-;10;905.5;0;606;2;-4.5;-;59
CDF;19020319;-;-;0;902.4;0;600;4.2;-1.5;-;63
CDF;19020320;-;-;40;897.9;0.2;498;6.7;1.5;-;63.7
CDF;19020321;-;-;83;890.1;13.1;54;7.8;4;-;62.7
CDF;19020322;-;-;100;888;10.6;0;1.3;0.5;-;93
CDF;19020323;-;-;90;888.4;4.6;78;1.8;-1;-;83.3
CDF;19020324;-;-;60;894.3;9.6;432;0.4;-5.5;-;77.7
CDF;19020325;-;-;87;894.1;9.1;210;1.3;-1.5;-;88.7
CDF;19020326;-;-;90;902.1;0;84;0.7;-0.5;-;82
CDF;19020327;-;-;100;900.8;23;0;3;-4.5;-;99
CDF;19020328;-;-;80;902.9;7.3;54;5.4;3;-;88.3
CDF;19020329;-;-;100;900.4;28.3;0;5.9;0;-;87.3
CDF;19020330;-;-;100;899.2;11.1;0;2.6;0;-;92
CDF;19020331;-;-;100;900.5;2;0;4.6;1;-;92.7
CDF;19020401;-;-;23;895.3;0;534;8;1;-;75.3
CDF;19020402;-;-;53;894.9;1.5;204;9.5;7;-;70.3
CDF;19020403;-;-;83;898;13.6;156;8.9;6.5;-;83.7
CDF;19020404;-;-;63;903.3;0.8;348;5.2;3;-;81
CDF;19020405;-;-;23;901.3;0;600;4.5;0;-;71.3
CDF;19020406;-;-;60;899.8;0;36;3.2;-0.1;-;76
CDF;19020407;-;-;63;904.1;0;228;1.6;-1.5;-;84.3
CDF;19020408;-;-;10;902.5;0;606;3.7;-3.5;-;63
CDF;19020409;-;-;80;900.3;4.8;84;6.8;1.5;-;72.7
CDF;19020410;-;-;93;897.2;3.1;180;7.1;2.5;-;77.3
CDF;19020411;-;-;83;895.6;2.6;72;8.4;5;-;78.3
CDF;19020412;-;-;77;897;0;342;9.4;6;-;84.3
CDF;19020413;-;-;70;898.3;0;114;9.3;5;-;86.3
CDF;19020414;-;-;27;897.1;0.1;444;10.7;5.5;-;84
CDF;19020415;-;-;70;896.6;0;114;12;8.5;-;72.7
CDF;19020416;-;-;93;898.1;16.1;0;10.2;8.5;-;88.3
CDF;19020417;-;-;100;901.4;9.1;0;6.8;6;-;93.7
CDF;19020418;-;-;63;903.4;0;120;7;5.5;-;83
CDF;19020419;-;-;30;904.5;0.5;354;9.1;2.5;-;83
CDF;19020420;-;-;53;907.5;7.2;372;10.4;5.5;-;80.3
CDF;19020421;-;-;60;908.7;0;186;9.6;7;-;79.7
CDF;19020422;-;-;40;900.6;3.7;492;11.5;3.5;-;68.7
CDF;19020423;-;-;100;899.6;2.7;0;8.2;7.5;-;90.3
CDF;19020424;-;-;80;901.9;0.1;0;8.7;7;-;91
CDF;19020425;-;-;60;901.3;17;348;10;5;-;80.3
CDF;19020426;-;-;97;894;21.7;222;9.1;7;-;92
CDF;19020427;-;-;60;893.2;0;30;8;5.9;-;82.7
CDF;19020428;-;-;80;893.4;0;0;4.8;1.5;-;78.7
CDF;19020429;-;-;30;896.6;0;660;3.8;2;-;62.7
